Year;DOY;Hour ;R (Sunspots);F10.7 index;SW Plasma Speed ;Bz (GSM);Dst index;Kp index;AE index;VTEC_10N;VTEC_40N;VTEC_70N;VTEC_10N (t+24);VTEC_40N (t+24);VTEC_70N (t+24)
2015;12;22;124;153.4;423;2.5;-17;20;88;28.9;11.2;10.3;27;10.7;8.7
2015;12;23;124;153.4;440;4.1;-13;20;76;25.5;11.9;9.7;20.9;10.7;10.3
2015;13;0;101;145.3;403;0.7;-15;17;51;20.1;11.4;9;15.2;9.4;9.9
2015;13;1;101;145.3;419;0;-15;17;60;15.2;11.4;7.1;12.7;8.9;9.3
2015;13;2;101;145.3;425;0.9;-14;17;66;13;11.5;7;12;10.3;9.1
2015;13;3;101;145.3;407;1.2;-12;17;65;12;10.6;8;12;10.6;9.3
2015;13;4;101;145.3;404;1.8;-8;17;45;10.4;11.7;9.5;10;9.8;9
2015;13;5;101;145.3;412;-1.1;-7;17;36;7.7;12.2;9.6;8;9.3;8.6
2015;13;6;101;145.3;418;0.4;-9;10;40;15;12;8.1;16;10.8;6.5
2015;13;7;101;145.3;428;3.2;-11;10;78;28.5;19.2;6.1;27.9;18.5;5.1
2015;13;8;101;145.3;426;-1.2;-8;10;42;39.6;28.3;6.1;35.9;27.3;5.8
2015;13;9;101;145.3;422;1.5;-8;13;32;47.6;33;9.3;44.1;31.1;9.5
2015;13;10;101;145.3;424;-1.2;-8;13;29;55.5;33.8;13.5;54.4;31.6;15
2015;13;11;101;145.3;431;-2.8;-10;13;180;58.6;32.8;17.3;60.1;28.1;17.5
2015;13;12;101;145.3;446;-4.4;-17;27;320;53.6;33.3;18.8;59.5;27.3;15.6
2015;13;13;101;145.3;450;1.2;-23;27;346;54.2;35.7;16.2;60.4;29.5;13.3
2015;13;14;101;145.3;450;2.8;-18;27;299;57.8;34.1;11.1;59.9;28;9.6
2015;13;15;101;145.3;442;1.7;-13;27;114;57.2;28.9;8.5;58.9;25.6;8.8
2015;13;16;101;145.3;449;0.8;-11;27;88;55.6;25.9;6.5;57.1;23.4;7.8
2015;13;17;101;145.3;446;1.9;-12;27;368;48.1;21.1;7.5;49.3;17.8;6.4
2015;13;18;101;145.3;431;-1.5;-12;20;231;36;13.6;7.6;37.6;12.2;5.3
2015;13;19;101;145.3;426;-4.8;-10;20;184;29.3;11.7;6.9;31.6;10.3;4.3
2015;13;20;101;145.3;405;-1.9;-11;20;244;25.9;11.1;7.5;29.3;9.8;5.4
2015;13;21;101;145.3;402;0.8;-17;20;159;25.6;11.1;7.8;28;10;7.6
2015;13;22;101;145.3;412;0.7;-15;20;93;27;10.7;8.7;30.6;9.3;8.2
2015;13;23;101;145.3;411;-1;-15;20;165;20.9;10.7;10.3;24;10.5;7
2015;14;0;80;137.2;405;2.6;-19;20;115;15.2;9.4;9.9;15.1;10.3;7
2015;14;1;80;137.2;400;1.2;-18;20;69;12.7;8.9;9.3;11.6;10.4;7
2015;14;2;80;137.2;399;-1.2;-17;20;55;12;10.3;9.1;9;9.8;6.7
2015;14;3;80;137.2;399;1.6;-15;7;51;12;10.6;9.3;8.6;8.8;6.4
2015;14;4;80;137.2;393;2.3;-13;7;46;10;9.8;9;8.3;9.7;6.2
2015;14;5;80;137.2;395;1.8;-12;7;33;8;9.3;8.6;8.3;10.4;6.3
2015;14;6;80;137.2;396;2;-8;10;53;16;10.8;6.5;15.2;10.1;6.3
2015;14;7;80;137.2;396;0.3;-5;10;79;27.9;18.5;5.1;26.7;16.3;6.1
2015;14;8;80;137.2;399;0.9;-5;10;72;35.9;27.3;5.8;36.7;24.2;7.8
2015;14;9;80;137.2;389;-4.4;-9;17;88;44.1;31.1;9.5;45.2;28.9;9.1
2015;14;10;80;137.2;400;1.5;-17;17;201;54.4;31.6;15;55;30.7;11.1
2015;14;11;80;137.2;384;-3.4;-20;17;217;60.1;28.1;17.5;59.1;28.9;14.1
2015;14;12;80;137.2;383;-3.8;-22;27;173;59.5;27.3;15.6;55.9;26.3;16.7
2015;14;13;80;137.2;375;-1.7;-19;27;355;60.4;29.5;13.3;55.3;29.5;17.1
2015;14;14;80;137.2;396;1.8;-12;27;237;59.9;28;9.6;56.3;32.5;12.4
2015;14;15;80;137.2;392;2.6;-6;13;55;58.9;25.6;8.8;55.4;25.9;9.8
2015;14;16;80;137.2;396;-1;-4;13;59;57.1;23.4;7.8;54.2;21.3;7.9
2015;14;17;80;137.2;396;2.6;-5;13;71;49.3;17.8;6.4;45.8;18.7;5.7
2015;14;18;80;137.2;390;1.4;-7;17;58;37.6;12.2;5.3;31;12.6;4.2
2015;14;19;80;137.2;389;-1;-8;17;75;31.6;10.3;4.3;22.2;10.7;5
2015;14;20;80;137.2;389;0.1;-7;17;281;29.3;9.8;5.4;17.7;9.6;5.6
2015;14;21;80;137.2;395;2.3;-6;10;44;28;10;7.6;13.9;9.3;5.4
2015;14;22;80;137.2;401;3.6;-6;10;32;30.6;9.3;8.2;15.7;9.9;6
2015;14;23;80;137.2;402;4.4;-7;10;31;24;10.5;7;17.1;10.8;5.8
2015;15;0;59;127.1;401;4.9;-9;3;29;15.1;10.3;7;16.2;10.3;4.9
2015;15;1;59;127.1;388;2;-8;3;30;11.6;10.4;7;13.4;10.7;4.6
2015;15;2;59;127.1;382;0.9;-9;3;33;9;9.8;6.7;11;11.2;4.4
2015;15;3;59;127.1;392;2;-6;7;29;8.6;8.8;6.4;10.5;10.6;4.4
2015;15;4;59;127.1;416;0.2;-5;7;36;8.3;9.7;6.2;8.3;11.3;6.7
2015;15;5;59;127.1;422;3.9;-5;7;36;8.3;10.4;6.3;7.4;11.8;8.9
2015;15;6;59;127.1;417;-3.3;-5;13;55;15.2;10.1;6.3;15.2;12.4;9.6
2015;15;7;59;127.1;405;1.6;-8;13;73;26.7;16.3;6.1;27.4;18.1;8
2015;15;8;59;127.1;426;5;-6;13;139;36.7;24.2;7.8;35.6;24.8;7.1
2015;15;9;59;127.1;414;4.6;0;13;64;45.2;28.9;9.1;42.3;28.3;7.8
2015;15;10;59;127.1;420;-3.4;4;13;91;55;30.7;11.1;51.4;27.6;12.1
2015;15;11;59;127.1;408;-1.8;-3;13;110;59.1;28.9;14.1;58.9;28.3;16.6
2015;15;12;59;127.1;417;-5.9;-7;30;271;55.9;26.3;16.7;59.3;28.3;19.5
2015;15;13;59;127.1;415;-4.4;-7;30;255;55.3;29.5;17.1;60.5;28.8;17.7
2015;15;14;59;127.1;401;1.5;-11;30;429;56.3;32.5;12.4;61.4;27.5;15
2015;15;15;59;127.1;385;3.6;-14;17;145;55.4;25.9;9.8;59.7;24.5;11.6
2015;15;16;59;127.1;382;2.7;-10;17;75;54.2;21.3;7.9;55.8;22.6;7.8
2015;15;17;59;127.1;371;3.1;-8;17;68;45.8;18.7;5.7;47.5;18.4;5.4
2015;15;18;59;127.1;381;3.1;-8;3;55;31;12.6;4.2;38.4;13.7;4.9
2015;15;19;59;127.1;392;4;-7;3;42;22.2;10.7;5;33.6;12.6;5
2015;15;20;59;127.1;389;3.4;-4;3;32;17.7;9.6;5.6;28.4;11.5;6.7
2015;15;21;59;127.1;385;4.8;-4;3;26;13.9;9.3;5.4;23.5;11.4;7.8
2015;15;22;59;127.1;399;6.2;-5;3;23;15.7;9.9;6;23.6;11.7;7
2015;15;23;59;127.1;395;5.9;-5;3;30;17.1;10.8;5.8;23.4;12.3;5.4
2015;16;0;52;120.7;402;4;-3;13;30;16.2;10.3;4.9;19.2;11.8;4.5
2015;16;1;52;120.7;428;4.4;-1;13;48;13.4;10.7;4.6;14.6;12.3;4.6
2015;16;2;52;120.7;407;1;-1;13;32;11;11.2;4.4;11.1;12;4.7
2015;16;3;52;120.7;421;-5.6;0;30;109;10.5;10.6;4.4;8.3;11.4;6.4
2015;16;4;52;120.7;402;-1.7;-12;30;198;8.3;11.3;6.7;6.2;11.9;8.9
2015;16;5;52;120.7;390;-4.8;-13;30;153;7.4;11.8;8.9;5.7;12;9.4
2015;16;6;52;120.7;408;-2.4;-12;20;151;15.2;12.4;9.6;12.6;12.2;8.2
2015;16;7;52;120.7;391;1.3;-13;20;191;27.4;18.1;8;24.9;18.8;5.6
2015;16;8;52;120.7;390;1;-7;20;79;35.6;24.8;7.1;34.9;24.7;4.6
2015;16;9;52;120.7;391;0.8;-4;13;42;42.3;28.3;7.8;41;27.1;6.6
2015;16;10;52;120.7;394;-4.1;-3;13;175;51.4;27.6;12.1;47.6;27.8;11.9
2015;16;11;52;120.7;396;-1.3;-9;13;373;58.9;28.3;16.6;57.5;26.8;14.1
2015;16;12;52;120.7;375;-3.1;-11;20;325;59.3;28.3;19.5;62.8;26;13.5
2015;16;13;52;120.7;370;3;-11;20;268;60.5;28.8;17.7;60.2;26.1;13
2015;16;14;52;120.7;371;2.7;-8;20;111;61.4;27.5;15;58.2;26.2;10.8
2015;16;15;52;120.7;360;0.8;-4;10;62;59.7;24.5;11.6;57.8;23.4;8.8
2015;16;16;52;120.7;357;1.1;-5;10;86;55.8;22.6;7.8;55.6;19.3;7.1
2015;16;17;52;120.7;349;-2.7;-8;10;73;47.5;18.4;5.4;45.2;16.5;5.8
2015;16;18;52;120.7;353;-3.4;-8;17;133;38.4;13.7;4.9;30.4;12.7;4.7
2015;16;19;52;120.7;350;0.4;-10;17;227;33.6;12.6;5;22;10.5;3.7
2015;16;20;52;120.7;363;1.5;-10;17;126;28.4;11.5;6.7;14.5;9.6;3.4
2015;16;21;52;120.7;367;1.7;-6;10;58;23.5;11.4;7.8;10.3;9.5;4.1
2015;16;22;52;120.7;376;2.7;-6;10;66;23.6;11.7;7;12.1;9.8;4.4
2015;16;23;52;120.7;362;-1.2;-6;10;52;23.4;12.3;5.4;14.5;9.9;6.1
2015;17;0;40;118;351;-1.5;-10;27;56;19.2;11.8;4.5;15.5;10.1;5.4
2015;17;1;40;118;367;-1.7;-14;27;47;14.6;12.3;4.6;12.6;11;5.5
2015;17;2;40;118;357;-3.9;-13;27;193;11.1;12;4.7;10.9;11;5.1
2015;17;3;40;118;357;-4.5;-12;30;250;8.3;11.4;6.4;10.3;10.4;5.8
2015;17;4;40;118;366;-3.5;-16;30;212;6.2;11.9;8.9;8.7;10.5;5.9
2015;17;5;40;118;334;-0.9;-21;30;126;5.7;12;9.4;8.3;11.2;5.5
2015;17;6;40;118;346;2.6;-18;7;40;12.6;12.2;8.2;15.1;10.9;4.2
2015;17;7;40;118;343;0;-14;7;37;24.9;18.8;5.6;27.4;15.8;3.3
2015;17;8;40;118;336;1.8;-14;7;44;34.9;24.7;4.6;36.6;21.6;4.9
2015;17;9;40;118;342;-1.8;-15;17;106;41;27.1;6.6;42.3;26;7.3
2015;17;10;40;118;352;1.1;-13;17;227;47.6;27.8;11.9;49.4;26.7;10.4
2015;17;11;40;118;355;3;-7;17;114;57.5;26.8;14.1;58.2;23.1;12.9
2015;17;12;40;118;349;1.2;-6;13;92;62.8;26;13.5;58.6;20.7;13.2
2015;17;13;40;118;356;1.2;-5;13;70;60.2;26.1;13;54.8;23;11.8
2015;17;14;40;118;349;1.9;-7;13;83;58.2;26.2;10.8;55.4;23.4;9.1
2015;17;15;40;118;351;4.3;-5;0;96;57.8;23.4;8.8;57.8;21.3;8
2015;17;16;40;118;357;2.7;-2;0;72;55.6;19.3;7.1;56.5;18.8;5.7
2015;17;17;40;118;353;2.5;0;0;72;45.2;16.5;5.8;46.5;16.5;4.8
2015;17;18;40;118;348;2.2;-2;3;56;30.4;12.7;4.7;34.4;13.9;3.7
2015;17;19;40;118;343;0.1;-3;3;35;22;10.5;3.7;30;12.1;3.1
2015;17;20;40;118;343;1.7;-6;3;29;14.5;9.6;3.4;19;9.7;4.2
2015;17;21;40;118;329;1.5;-2;17;23;10.3;9.5;4.1;12.3;9.3;6.3
2015;17;22;40;118;330;3.3;-6;17;74;12.1;9.8;4.4;12.5;9.7;7.7
2015;17;23;40;118;324;-0.1;-5;17;68;14.5;9.9;6.1;15.5;10.5;7.4
2015;18;0;68;121.7;336;1;-3;3;29;15.5;10.1;5.4;15.9;10.8;6.9
2015;18;1;68;121.7;335;-2;-4;3;44;12.6;11;5.5;14.6;10.7;6
2015;18;2;68;121.7;333;0.2;-5;3;53;10.9;11;5.1;11.1;10.2;6.9
2015;18;3;68;121.7;335;2.6;-5;3;53;10.3;10.4;5.8;9.6;9.9;7.6
2015;18;4;68;121.7;341;5.1;-4;3;44;8.7;10.5;5.9;8.9;10.6;6
2015;18;5;68;121.7;349;4.2;-3;3;43;8.3;11.2;5.5;7.2;11.1;5.2
2015;18;6;68;121.7;348;2.1;-1;0;24;15.1;10.9;4.2;12.2;10.9;4.8
2015;18;7;68;121.7;342;3.6;2;0;18;27.4;15.8;3.3;24.1;18.1;4.7
2015;18;8;68;121.7;333;2.1;4;0;23;36.6;21.6;4.9;33.8;24.7;5
2015;18;9;68;121.7;332;1.7;5;7;28;42.3;26;7.3;40.9;27.4;6.3
2015;18;10;68;121.7;336;2.5;5;7;36;49.4;26.7;10.4;49;28.3;9.5
2015;18;11;68;121.7;333;0.6;6;7;63;58.2;23.1;12.9;55.8;28.5;12.6
2015;18;12;68;121.7;329;-1.8;8;13;78;58.6;20.7;13.2;57.2;26.5;13.9
2015;18;13;68;121.7;327;-2.1;5;13;113;54.8;23;11.8;55;27.2;12.7
2015;18;14;68;121.7;323;-3.1;0;13;133;55.4;23.4;9.1;55.5;26;10
2015;18;15;68;121.7;311;-1.8;-2;10;190;57.8;21.3;8;56.4;21.1;7.4
2015;18;16;68;121.7;315;-0.1;-3;10;158;56.5;18.8;5.7;54;18.8;4.8
2015;18;17;68;121.7;308;-1.7;-2;10;82;46.5;16.5;4.8;43.7;14.7;2.9
2015;18;18;68;121.7;305;-2.6;-1;10;38;34.4;13.9;3.7;31.9;11.9;1.6
2015;18;19;68;121.7;311;-4.1;-3;10;54;30;12.1;3.1;26.1;11.3;2.4
2015;18;20;68;121.7;311;-3.8;-6;10;165;19;9.7;4.2;22.6;10;4.5
2015;18;21;68;121.7;311;-0.1;-11;23;310;12.3;9.3;6.3;21.9;10.2;5.6
2015;18;22;68;121.7;307;-2.9;-8;23;104;12.5;9.7;7.7;19.9;11.6;9.3
2015;18;23;68;121.7;307;-3.8;-8;23;52;15.5;10.5;7.4;19.1;11.6;9.2
2015;19;0;66;125.9;313;-3.9;-4;23;59;15.9;10.8;6.9;16.1;11.5;7.3
2015;19;1;66;125.9;314;-2.8;-4;23;170;14.6;10.7;6;13.6;11.8;6.7
2015;19;2;66;125.9;319;3.7;-6;23;146;11.1;10.2;6.9;12.4;11.9;5.8
2015;19;3;66;125.9;322;3.9;-2;3;60;9.6;9.9;7.6;12.7;12.2;5.9
2015;19;4;66;125.9;314;1.2;0;3;37;8.9;10.6;6;10.9;12.5;6.1
2015;19;5;66;125.9;315;2.6;-1;3;29;7.2;11.1;5.2;7.3;12.3;6.4
2015;19;6;66;125.9;312;2.4;-4;0;24;12.2;10.9;4.8;12;12.3;6.3
2015;19;7;66;125.9;305;2.3;-4;0;30;24.1;18.1;4.7;23.7;18;5.2
2015;19;8;66;125.9;299;2.5;-3;0;26;33.8;24.7;5;35.1;23.8;5.4
2015;19;9;66;125.9;306;-0.2;0;7;27;40.9;27.4;6.3;41.5;27.9;7.6
2015;19;10;66;125.9;304;-1;4;7;30;49;28.3;9.5;47.1;30.9;11.7
2015;19;11;66;125.9;306;-0.4;5;7;60;55.8;28.5;12.6;53.1;29.9;15.4
2015;19;12;66;125.9;302;-1;6;7;67;57.2;26.5;13.9;56.7;25.8;15.1
2015;19;13;66;125.9;297;-0.5;8;7;56;55;27.2;12.7;56.3;25.1;14.1
2015;19;14;66;125.9;304;-0.7;9;7;93;55.5;26;10;53;25.6;11
2015;19;15;66;125.9;303;1.6;10;7;108;56.4;21.1;7.4;52.1;21.9;8.9
2015;19;16;66;125.9;305;0;9;7;49;54;18.8;4.8;50.5;16.1;6.7
2015;19;17;66;125.9;304;-2.8;7;7;41;43.7;14.7;2.9;44.6;13.2;4.5
2015;19;18;66;125.9;298;-3.2;3;10;107;31.9;11.9;1.6;35.5;11.4;4.3
2015;19;19;66;125.9;297;-3.2;1;10;163;26.1;11.3;2.4;32.1;10.3;4.6
2015;19;20;66;125.9;303;-2.1;0;10;110;22.6;10;4.5;27.7;9.5;4.5
2015;19;21;66;125.9;302;-4.4;-1;20;86;21.9;10.2;5.6;21.7;9.8;4.1
2015;19;22;66;125.9;302;-4.9;-8;20;331;19.9;11.6;9.3;18.6;10.1;4.4
2015;19;23;66;125.9;291;-1.1;-15;20;217;19.1;11.6;9.2;18.1;9.6;4.4
2015;20;0;56;121.6;302;1.1;-13;10;68;16.1;11.5;7.3;18.2;9.3;4.2
2015;20;1;56;121.6;299;0.5;-8;10;48;13.6;11.8;6.7;15.3;10.2;4
2015;20;2;56;121.6;297;-0.2;-5;10;66;12.4;11.9;5.8;11.5;9.8;4.3
2015;20;3;56;121.6;288;1;-4;0;48;12.7;12.2;5.9;9.7;9.7;5.6
2015;20;4;56;121.6;290;-0.2;-3;0;42;10.9;12.5;6.1;7;9.7;7.1
2015;20;5;56;121.6;297;3.4;-4;0;38;7.3;12.3;6.4;5.4;9.9;6.8
2015;20;6;56;121.6;299;0;-3;10;24;12;12.3;6.3;11.7;9.7;5.8
2015;20;7;56;121.6;300;-4;-3;10;65;23.7;18;5.2;25.4;14;4.3
2015;20;8;56;121.6;309;-3.3;-6;10;184;35.1;23.8;5.4;34.8;19.7;5.6
2015;20;9;56;121.6;311;-3.2;-9;13;193;41.5;27.9;7.6;37.7;27.6;8.9
2015;20;10;56;121.6;296;1.4;-8;13;234;47.1;30.9;11.7;40.8;32.9;15.5
2015;20;11;56;121.6;305;1.6;-4;13;77;53.1;29.9;15.4;44.7;31.5;19.7
2015;20;12;56;121.6;296;0.8;-2;3;34;56.7;25.8;15.1;48.5;27.3;20.8
2015;20;13;56;121.6;299;3.3;2;3;40;56.3;25.1;14.1;49.5;26.4;21.6
2015;20;14;56;121.6;296;2.2;6;3;27;53;25.6;11;49.5;29;15.8
2015;20;15;56;121.6;296;3.4;10;0;25;52.1;21.9;8.9;52.3;28.2;7
2015;20;16;56;121.6;293;5.2;11;0;22;50.5;16.1;6.7;53.8;23.6;6.7
2015;20;17;56;121.6;289;6.1;13;0;29;44.6;13.2;4.5;47.8;21;7
2015;20;18;56;121.6;284;7;13;0;32;35.5;11.4;4.3;36.6;15.9;7.8
2015;20;19;56;121.6;284;7.1;14;0;27;32.1;10.3;4.6;32;13.8;8.4
2015;20;20;56;121.6;281;5.9;15;0;22;27.7;9.5;4.5;31.9;11.6;8.1
2015;20;21;56;121.6;285;6.5;19;3;18;21.7;9.8;4.1;30.4;10.9;6
2015;20;22;56;121.6;292;7;26;3;15;18.6;10.1;4.4;26.4;11.7;6.2
2015;20;23;56;121.6;297;5.3;37;3;14;18.1;9.6;4.4;19.2;11.3;7.2
2015;21;0;43;120;299;2.9;43;13;17;18.2;9.3;4.2;16;11.3;6.3
2015;21;1;43;120;299;11.5;37;13;20;15.3;10.2;4;11.5;11.4;7.2
2015;21;2;43;120;299;12.6;39;13;22;11.5;9.8;4.3;8.7;10.7;8.2
2015;21;3;43;120;300;6.8;44;20;30;9.7;9.7;5.6;6.9;10.4;8.6
2015;21;4;43;120;300;13.4;37;20;21;7;9.7;7.1;7.3;10.8;9.5
2015;21;5;43;120;294;0.6;41;20;45;5.4;9.9;6.8;7.9;9.4;8.2
2015;21;6;43;120;292;9.9;32;17;30;11.7;9.7;5.8;14.3;8.9;6.6
2015;21;7;43;120;292;7.6;28;17;17;25.4;14;4.3;25.1;13.8;5.7
2015;21;8;43;120;312;0.1;15;17;26;34.8;19.7;5.6;34.4;20.6;7
2015;21;9;43;120;332;0;12;13;21;37.7;27.6;8.9;41.4;27.1;9.9
2015;21;10;43;120;392;3.5;16;13;44;40.8;32.9;15.5;47.1;32.2;12.8
2015;21;11;43;120;419;1.7;20;13;71;44.7;31.5;19.7;51.2;30.7;14.1
2015;21;12;43;120;432;-0.9;18;20;81;48.5;27.3;20.8;55.3;26;13.5
2015;21;13;43;120;419;-3.2;14;20;164;49.5;26.4;21.6;58.5;26;9.7
2015;21;14;43;120;403;-4.1;7;20;220;49.5;29;15.8;58.1;26.6;7
2015;21;15;43;120;395;-4.7;1;37;274;52.3;28.2;7;55.8;26.6;5.7
2015;21;16;43;120;408;-5.6;-8;37;302;53.8;23.6;6.7;53.9;23;5.5
2015;21;17;43;120;457;-1.6;-8;37;460;47.8;21;7;46.3;17.9;4
2015;21;18;43;120;463;0.6;-10;33;491;36.6;15.9;7.8;32.8;11.8;2.5
2015;21;19;43;120;486;2.9;-11;33;143;32;13.8;8.4;25.4;9.9;4.1
2015;21;20;43;120;475;2.1;-6;33;102;31.9;11.6;8.1;20;8.9;6.4
2015;21;21;43;120;486;2.4;-5;30;87;30.4;10.9;6;18.4;9;8.4
2015;21;22;43;120;477;-1.8;-3;30;105;26.4;11.7;6.2;17.3;9.9;9.2
2015;21;23;43;120;463;-1.5;1;30;237;19.2;11.3;7.2;18;10.2;8.3
2015;22;0;50;116.6;482;0.2;-1;37;314;16;11.3;6.3;16.3;10.2;7.8
2015;22;1;50;116.6;484;2.8;-7;37;347;11.5;11.4;7.2;12.7;9.7;6.9
2015;22;2;50;116.6;459;-0.7;-6;37;136;8.7;10.7;8.2;8.6;8.8;7.7
2015;22;3;50;116.6;476;-3;-6;30;178;6.9;10.4;8.6;9.7;8.7;6.9
2015;22;4;50;116.6;466;-0.1;-11;30;164;7.3;10.8;9.5;11;8.9;5.8
2015;22;5;50;116.6;467;2.1;-11;30;229;7.9;9.4;8.2;9;8.6;5
2015;22;6;50;116.6;464;6.8;-8;17;84;14.3;8.9;6.6;12.4;8.7;4.7
2015;22;7;50;116.6;462;5.7;-6;17;54;25.1;13.8;5.7;21.9;12.4;5
2015;22;8;50;116.6;455;0.6;-6;17;48;34.4;20.6;7;29.8;17.3;5.4
2015;22;9;50;116.6;447;0;-8;30;112;41.4;27.1;9.9;36.5;23.6;7.1
2015;22;10;50;116.6;443;0.1;-11;30;322;47.1;32.2;12.8;41.3;24.3;9.5
2015;22;11;50;116.6;450;2.2;-13;30;269;51.2;30.7;14.1;45.7;25;11.9
2015;22;12;50;116.6;477;-3.4;-14;30;413;55.3;26;13.5;49.8;24.1;13.8
2015;22;13;50;116.6;472;0;-20;30;358;58.5;26;9.7;51.1;22.3;15.4
2015;22;14;50;116.6;479;-0.1;-18;30;351;58.1;26.6;7;50.2;23.2;12.6
2015;22;15;50;116.6;478;2.2;-14;13;98;55.8;26.6;5.7;50.2;23;9.3
2015;22;16;50;116.6;488;1.9;-10;13;61;53.9;23;5.5;49.3;17.3;5.6
2015;22;17;50;116.6;462;0.3;-8;13;51;46.3;17.9;4;43.5;11.9;3.2
2015;22;18;50;116.6;448;-1;-7;23;163;32.8;11.8;2.5;31.8;9.9;3.7
2015;22;19;50;116.6;439;-2;-8;23;397;25.4;9.9;4.1;27.5;9;5.8
2015;22;20;50;116.6;452;-0.6;-6;23;256;20;8.9;6.4;24.2;7.8;5.6
2015;22;21;50;116.6;448;-1;-6;20;174;18.4;9;8.4;19.7;7.7;5.5
2015;22;22;50;116.6;441;-2.8;-5;20;101;17.3;9.9;9.2;16.1;8.3;5.7
2015;22;23;50;116.6;422;-2.4;-6;20;103;18;10.2;8.3;15.5;8.1;4.9
2015;23;0;60;117.3;420;-2.1;-4;27;130;16.3;10.2;7.8;15.5;8.6;4.2
2015;23;1;60;117.3;433;-0.1;-6;27;185;12.7;9.7;6.9;12.7;8.5;3.9
2015;23;2;60;117.3;418;-2.8;-8;27;141;8.6;8.8;7.7;9.2;8.4;3.8
2015;23;3;60;117.3;407;-2.3;-9;30;115;9.7;8.7;6.9;8.8;8.8;4.5
2015;23;4;60;117.3;402;-3.3;-8;30;135;11;8.9;5.8;8.1;8.9;5.5
2015;23;5;60;117.3;389;-1.3;-7;30;251;9;8.6;5;6.9;8.3;5.9
2015;23;6;60;117.3;398;1.2;-10;20;232;12.4;8.7;4.7;12;9.3;5.1
2015;23;7;60;117.3;406;0.3;-6;20;83;21.9;12.4;5;20.6;13.6;4
2015;23;8;60;117.3;426;-1.7;-2;20;90;29.8;17.3;5.4;30.2;16;3.7
2015;23;9;60;117.3;421;-0.6;-7;20;99;36.5;23.6;7.1;39.1;20.4;5.5
2015;23;10;60;117.3;420;1.1;-10;20;119;41.3;24.3;9.5;42.6;23.6;9.9
2015;23;11;60;117.3;421;-0.7;-10;20;187;45.7;25;11.9;47;25.9;14.2
2015;23;12;60;117.3;422;3.1;-11;20;278;49.8;24.1;13.8;51.1;24.1;15.7
2015;23;13;60;117.3;427;-0.8;-6;20;107;51.1;22.3;15.4;52.7;22.9;14.7
2015;23;14;60;117.3;436;-0.9;-4;20;97;50.2;23.2;12.6;52.7;24.1;11.2
2015;23;15;60;117.3;442;-2.4;-2;20;98;50.2;23;9.3;49.1;24.3;5.6
2015;23;16;60;117.3;436;-0.3;-2;20;220;49.3;17.3;5.6;47.3;20.4;3.4
2015;23;17;60;117.3;445;-0.9;-4;20;233;43.5;11.9;3.2;42.4;15.3;3.1
2015;23;18;60;117.3;434;1.2;-6;17;211;31.8;9.9;3.7;32.8;12.7;4.4
2015;23;19;60;117.3;434;-1.6;-6;17;63;27.5;9;5.8;27.1;12.4;4.5
2015;23;20;60;117.3;433;-0.7;-5;17;57;24.2;7.8;5.6;25.8;12.5;5.7
2015;23;21;60;117.3;430;0.1;-5;7;38;19.7;7.7;5.5;21.5;11.5;7.4
2015;23;22;60;117.3;430;0.5;-3;7;33;16.1;8.3;5.7;19.5;11.5;8.9
2015;23;23;60;117.3;427;0.1;0;7;41;15.5;8.1;4.9;20.1;11;8.5
2015;24;0;59;121.4;425;1.4;1;3;49;15.5;8.6;4.2;16.7;11.4;7.3
2015;24;1;59;121.4;401;0.8;0;3;44;12.7;8.5;3.9;13.3;10.9;6
2015;24;2;59;121.4;401;-1.9;0;3;37;9.2;8.4;3.8;9.5;9.6;5.7
2015;24;3;59;121.4;394;-1.5;1;10;45;8.8;8.8;4.5;7.9;10.3;6.1
2015;24;4;59;121.4;382;-0.5;-1;10;65;8.1;8.9;5.5;8.1;10.5;7.2
2015;24;5;59;121.4;382;0.3;-2;10;105;6.9;8.3;5.9;6.3;9.7;7.6
2015;24;6;59;121.4;381;-0.6;1;10;73;12;9.3;5.1;10.6;10.2;5.2
2015;24;7;59;121.4;370;-1.7;2;10;41;20.6;13.6;4;21.3;15.2;3.4
2015;24;8;59;121.4;362;-1.6;1;10;63;30.2;16;3.7;30.7;17.3;4.3
2015;24;9;59;121.4;365;-1;-4;10;69;39.1;20.4;5.5;39.4;20.1;7.6
2015;24;10;59;121.4;385;-1.4;-8;10;243;42.6;23.6;9.9;43.6;22.9;11.9
2015;24;11;59;121.4;381;-2.9;-13;10;304;47;25.9;14.2;45.1;23.6;13.8
2015;24;12;59;121.4;383;-3;-15;17;283;51.1;24.1;15.7;47.4;24.9;14.3
2015;24;13;59;121.4;385;-3.3;-11;17;187;52.7;22.9;14.7;49.2;25.8;13
2015;24;14;59;121.4;373;-1.5;-9;17;225;52.7;24.1;11.2;49.2;25.6;12.4
2015;24;15;59;121.4;366;-1;-7;17;208;49.1;24.3;5.6;50.3;26.2;10.4
2015;24;16;59;121.4;364;0.3;-9;17;196;47.3;20.4;3.4;52.8;21.6;6.1
2015;24;17;59;121.4;357;1;-8;17;120;42.4;15.3;3.1;48.3;14.6;5.2
2015;24;18;59;121.4;349;0.4;-6;23;56;32.8;12.7;4.4;35.4;12.7;5
2015;24;19;59;121.4;340;-0.4;-5;23;67;27.1;12.4;4.5;24.7;11.7;3.9
