Year;DOY;Hour ;R (Sunspots);F10.7 index;SW Plasma Speed ;Bz (GSM);Dst index;Kp index;AE index;VTEC_10N;VTEC_40N;VTEC_70N;VTEC_10N (t+24);VTEC_40N (t+24);VTEC_70N (t+24)
2015;204;5;29;92.2;438;-11;-28;40;1078;4.9;13.5;9.2;5.9;13.4;10.3
2015;204;6;29;92.2;459;-10.2;-51;53;1162;12.5;15.1;6.9;14.9;15.5;9.8
2015;204;7;29;92.2;433;-9.8;-63;53;878;19.2;19.5;5.2;21.4;16.3;10.7
2015;204;8;29;92.2;421;-3.4;-63;53;715;24;22.6;6;25.7;17.4;11.8
2015;204;9;29;92.2;417;0.5;-57;27;271;25.9;24.5;9.4;29.9;18.9;13
2015;204;10;29;92.2;428;0.3;-51;27;147;28.5;27.6;10.9;33;21;13.1
2015;204;11;29;92.2;440;0.2;-49;27;244;32.7;28.1;12.1;36.9;21.7;12.2
2015;204;12;29;92.2;452;-3.5;-49;27;213;33.9;23.2;11.7;38.5;21.8;11.9
2015;204;13;29;92.2;442;-1.6;-56;27;266;36.4;20.7;10.1;37.6;20.8;12.3
2015;204;14;29;92.2;463;0.2;-55;27;238;37.8;20.4;9.5;34.7;20.9;13.1
2015;204;15;29;92.2;487;0.4;-51;27;294;38.4;21.8;11;35.4;22.4;12.7
2015;204;16;29;92.2;491;0.7;-48;27;216;40.4;23.3;11.8;38.1;23.5;11.2
2015;204;17;29;92.2;479;-0.5;-43;27;111;39.6;24.3;11.7;36.5;24.1;9
2015;204;18;29;92.2;472;-4.6;-44;37;279;33.8;27.7;8.7;32.1;23.8;8.4
2015;204;19;29;92.2;489;-1.3;-52;37;517;22.9;26.7;7.2;23.1;22.2;9.9
2015;204;20;29;92.2;484;0.6;-52;37;309;11.4;20.1;7.4;19.2;19.9;10.5
2015;204;21;29;92.2;480;0.5;-47;27;155;7.4;15.6;9.4;17.1;17.6;11
2015;204;22;29;92.2;474;-1.6;-43;27;114;5.9;12.7;8.8;13.4;15;10.3
2015;204;23;29;92.2;451;-0.7;-44;27;396;4.2;12.2;8.2;9.8;13.6;8.1
2015;205;0;31;95.2;454;2.2;-43;17;296;3.5;11.9;7.8;8.1;13.2;6.7
2015;205;1;31;95.2;438;2.4;-37;17;131;3.8;11.6;6.2;6.9;13;7.8
2015;205;2;31;95.2;440;1.3;-30;17;69;4.1;11.7;7.5;5.4;11.8;9.6
2015;205;3;31;95.2;445;2.8;-28;10;62;3.9;10.6;10.1;5.1;10.2;8.7
2015;205;4;31;95.2;450;0;-27;10;52;3.9;11;11;5.6;10.5;7.9
2015;205;5;31;95.2;445;-0.6;-26;10;59;5.9;13.4;10.3;7.3;11.7;7.1
2015;205;6;31;95.2;431;0.8;-24;10;162;14.9;15.5;9.8;15.1;13.7;7.8
2015;205;7;31;95.2;431;-0.5;-21;10;185;21.4;16.3;10.7;21.5;15.6;9.3
2015;205;8;31;95.2;424;0.6;-18;10;80;25.7;17.4;11.8;27.2;17.1;11.6
2015;205;9;31;95.2;435;2.5;-17;7;43;29.9;18.9;13;32.2;17.2;13.1
2015;205;10;31;95.2;403;-0.3;-17;7;55;33;21;13.1;35.4;17.2;12.7
2015;205;11;31;95.2;422;-0.2;-19;7;62;36.9;21.7;12.2;38.8;19.1;12.2
2015;205;12;31;95.2;433;-3.1;-20;20;220;38.5;21.8;11.9;40.6;21.2;12.2
2015;205;13;31;95.2;423;-3.4;-21;20;495;37.6;20.8;12.3;37.4;20.5;12
2015;205;14;31;95.2;418;-2.6;-23;20;353;34.7;20.9;13.1;34.8;19.9;11.9
2015;205;15;31;95.2;420;-2.3;-27;13;317;35.4;22.4;12.7;36;20.4;10.4
2015;205;16;31;95.2;399;-1.9;-27;13;256;38.1;23.5;11.2;38.2;18.2;9.6
2015;205;17;31;95.2;397;-1.9;-29;13;281;36.5;24.1;9;36;17;10.2
2015;205;18;31;95.2;402;-0.3;-27;13;74;32.1;23.8;8.4;32.2;18.7;12
2015;205;19;31;95.2;411;0.3;-26;13;145;23.1;22.2;9.9;28.7;19;12.1
2015;205;20;31;95.2;408;-2.3;-27;13;136;19.2;19.9;10.5;22.8;18.2;10.6
2015;205;21;31;95.2;416;-1.1;-26;17;350;17.1;17.6;11;15.3;16.7;9.6
2015;205;22;31;95.2;421;-1.2;-25;17;160;13.4;15;10.3;10.7;12.7;8.5
2015;205;23;31;95.2;413;0.2;-24;17;69;9.8;13.6;8.1;9.8;11.2;8.9
2015;206;0;34;96.9;427;0.5;-23;23;86;8.1;13.2;6.7;10.4;11.1;9.9
2015;206;1;34;96.9;437;-2.5;-24;23;324;6.9;13;7.8;10;10.8;9.6
2015;206;2;34;96.9;440;-0.3;-30;23;246;5.4;11.8;9.6;9.7;10.2;7.9
2015;206;3;34;96.9;412;0.4;-29;10;73;5.1;10.2;8.7;9;9.1;6.5
2015;206;4;34;96.9;408;2.1;-26;10;80;5.6;10.5;7.9;6.9;9.3;6.4
2015;206;5;34;96.9;404;3.1;-19;10;45;7.3;11.7;7.1;7.4;11.3;7.7
2015;206;6;34;96.9;395;-1.9;-16;27;40;15.1;13.7;7.8;15.2;13.4;10.3
2015;206;7;34;96.9;400;-2.3;-13;27;159;21.5;15.6;9.3;21.7;13.6;12.2
2015;206;8;34;96.9;393;-2.9;-17;27;444;27.2;17.1;11.6;25.9;15;11.8
2015;206;9;34;96.9;394;-2.5;-21;23;429;32.2;17.2;13.1;30.3;18.3;12.1
2015;206;10;34;96.9;398;-1.6;-17;23;191;35.4;17.2;12.7;33.4;20.6;12.9
2015;206;11;34;96.9;392;-0.6;-15;23;256;38.8;19.1;12.2;36.5;19;13.4
2015;206;12;34;96.9;392;0.5;-13;13;265;40.6;21.2;12.2;37.7;18.3;14
2015;206;13;34;96.9;397;1.7;-17;13;92;37.4;20.5;12;37.7;18.9;12.4
2015;206;14;34;96.9;394;1.3;-19;13;80;34.8;19.9;11.9;36.9;19.2;10.4
2015;206;15;34;96.9;384;1.2;-21;10;52;36;20.4;10.4;37.5;18.7;10
2015;206;16;34;96.9;388;1.1;-21;10;52;38.2;18.2;9.6;37.5;18.9;10.5
2015;206;17;34;96.9;386;2.1;-22;10;79;36;17;10.2;35.5;19;11.9
2015;206;18;34;96.9;402;-1;-21;17;36;32.2;18.7;12;31.8;19.8;11.8
2015;206;19;34;96.9;424;-1.7;-23;17;123;28.7;19;12.1;26.1;19.7;10.8
2015;206;20;34;96.9;451;-3.6;-24;17;193;22.8;18.2;10.6;18.1;18.2;9.2
2015;206;21;34;96.9;453;-3.6;-28;23;394;15.3;16.7;9.6;12.8;16.4;8.7
2015;206;22;34;96.9;467;-2.9;-33;23;429;10.7;12.7;8.5;10.8;14.5;9.9
2015;206;23;34;96.9;482;-4.2;-35;23;548;9.8;11.2;8.9;9.1;13.1;11.4
2015;207;0;40;100.1;462;-1.7;-36;27;614;10.4;11.1;9.9;6.2;11.7;10.4
2015;207;1;40;100.1;446;-0.3;-32;27;217;10;10.8;9.6;4.9;11.2;8.6
2015;207;2;40;100.1;447;-0.1;-29;27;116;9.7;10.2;7.9;5.4;10.4;8.2
2015;207;3;40;100.1;446;0.2;-30;10;132;9;9.1;6.5;4.2;9.6;9.6
2015;207;4;40;100.1;444;1.1;-29;10;212;6.9;9.3;6.4;2.7;10.4;10.3
2015;207;5;40;100.1;438;1.9;-23;10;132;7.4;11.3;7.7;4.8;14.5;11.2
2015;207;6;40;100.1;434;2.4;-20;7;40;15.2;13.4;10.3;14.4;18.6;11.9
2015;207;7;40;100.1;416;-1;-14;7;41;21.7;13.6;12.2;22;21.8;12
2015;207;8;40;100.1;407;-3;-12;7;112;25.9;15;11.8;27.8;24.2;12.3
2015;207;9;40;100.1;415;-5;-14;23;406;30.3;18.3;12.1;32.6;28.4;13.9
2015;207;10;40;100.1;397;-3.1;-15;23;297;33.4;20.6;12.9;33.7;32.4;15.3
2015;207;11;40;100.1;415;0.2;-17;23;242;36.5;19;13.4;35.2;33.3;14.7
2015;207;12;40;100.1;409;-0.4;-15;7;155;37.7;18.3;14;36.8;31.9;13.6
2015;207;13;40;100.1;399;-1;-18;7;180;37.7;18.9;12.4;37.4;29.8;11.9
2015;207;14;40;100.1;406;-1.7;-22;7;186;36.9;19.2;10.4;39.4;26.7;11.4
2015;207;15;40;100.1;413;-1;-24;13;187;37.5;18.7;10;39.9;25.4;11.7
2015;207;16;40;100.1;418;3.7;-23;13;175;37.5;18.9;10.5;38;22.4;11.6
2015;207;17;40;100.1;420;3.5;-18;13;61;35.5;19;11.9;36.1;20.5;11.8
2015;207;18;40;100.1;413;2.5;-10;23;111;31.8;19.8;11.8;34.5;21;11
2015;207;19;40;100.1;416;1.9;-7;23;110;26.1;19.7;10.8;26.8;21.3;9.7
2015;207;20;40;100.1;420;3;-4;23;49;18.1;18.2;9.2;21.6;18.8;10.5
2015;207;21;40;100.1;419;0.6;-4;17;82;12.8;16.4;8.7;16.3;14.6;12.3
2015;207;22;40;100.1;420;2;-8;17;105;10.8;14.5;9.9;10.9;11;12.3
2015;207;23;40;100.1;438;-0.6;-7;17;142;9.1;13.1;11.4;9.2;9.5;10.2
2015;208;0;51;103.2;442;2.8;-7;20;137;6.2;11.7;10.4;10.8;9.2;8.1
2015;208;1;51;103.2;452;0.4;-8;20;79;4.9;11.2;8.6;9.6;9.1;7.6
2015;208;2;51;103.2;463;2;-11;20;194;5.4;10.4;8.2;7.5;9.1;9.4
2015;208;3;51;103.2;479;3.4;-12;17;199;4.2;9.6;9.6;7.1;9.1;10.9
2015;208;4;51;103.2;477;0.1;-7;17;137;2.7;10.4;10.3;6.5;9.5;11.4
2015;208;5;51;103.2;492;-0.1;-5;17;290;4.8;14.5;11.2;7.6;13.5;11
2015;208;6;51;103.2;494;-0.1;-8;27;371;14.4;18.6;11.9;14.9;17.3;10.9
2015;208;7;51;103.2;499;-2.6;-8;27;291;22;21.8;12;18.9;18.7;11.3
2015;208;8;51;103.2;494;-3.2;-12;27;533;27.8;24.2;12.3;21.8;21.9;12.7
2015;208;9;51;103.2;473;-3.4;-15;30;735;32.6;28.4;13.9;25.8;23.9;14.4
2015;208;10;51;103.2;478;-5;-13;30;546;33.7;32.4;15.3;30.9;25.3;13.9
2015;208;11;51;103.2;479;-2.8;-11;30;663;35.2;33.3;14.7;36.2;25.5;12.5
2015;208;12;51;103.2;474;-2.6;-13;27;589;36.8;31.9;13.6;39.6;24.6;11.4
2015;208;13;51;103.2;473;-0.7;-13;27;256;37.4;29.8;11.9;39.6;24.2;11.9
2015;208;14;51;103.2;480;0.9;-12;27;117;39.4;26.7;11.4;38.6;22.4;12.3
2015;208;15;51;103.2;482;1.1;-15;13;131;39.9;25.4;11.7;39.9;22.5;12.1
2015;208;16;51;103.2;476;0.7;-16;13;139;38;22.4;11.6;40.3;22.2;10.8
2015;208;17;51;103.2;468;2.4;-17;13;160;36.1;20.5;11.8;40.5;23.3;10.1
2015;208;18;51;103.2;465;0.3;-17;17;115;34.5;21;11;36.2;25;10.1
2015;208;19;51;103.2;468;2.3;-18;17;84;26.8;21.3;9.7;26.6;25;11
2015;208;20;51;103.2;458;1.8;-16;17;103;21.6;18.8;10.5;22;23.2;12.2
2015;208;21;51;103.2;450;1.3;-15;17;140;16.3;14.6;12.3;17.4;21;11.8
2015;208;22;51;103.2;443;-0.7;-15;17;164;10.9;11;12.3;13.5;17;9.7
2015;208;23;51;103.2;451;-0.3;-11;17;148;9.2;9.5;10.2;10.4;13;8.1
2015;209;0;62;104.2;440;1.2;-9;13;218;10.8;9.2;8.1;9.3;12.4;8.3
2015;209;1;62;104.2;441;0.7;-9;13;99;9.6;9.1;7.6;9.4;11.9;9.4
2015;209;2;62;104.2;449;0.3;-8;13;68;7.5;9.1;9.4;9.6;11.1;10.6
2015;209;3;62;104.2;456;-2.3;-10;23;195;7.1;9.1;10.9;8.9;10.7;11.3
2015;209;4;62;104.2;469;-0.3;-15;23;412;6.5;9.5;11.4;7.4;10.7;10.8
2015;209;5;62;104.2;472;-1.2;-12;23;372;7.6;13.5;11;7.9;13.8;10.8
2015;209;6;62;104.2;478;-0.6;-9;17;354;14.9;17.3;10.9;16.1;17.1;11.9
2015;209;7;62;104.2;477;-3.5;-5;17;316;18.9;18.7;11.3;23.4;19.4;13.4
2015;209;8;62;104.2;472;-4.1;-12;17;379;21.8;21.9;12.7;29.9;20.7;14.1
2015;209;9;62;104.2;470;-3.1;-17;20;438;25.8;23.9;14.4;33.7;20.7;13.2
2015;209;10;62;104.2;467;-3.7;-17;20;458;30.9;25.3;13.9;35.8;20.5;12
2015;209;11;62;104.2;464;-3.5;-17;20;424;36.2;25.5;12.5;38.4;20.6;11.9
2015;209;12;62;104.2;447;-1.6;-18;30;457;39.6;24.6;11.4;39.3;20.3;12.8
2015;209;13;62;104.2;434;-1.3;-18;30;249;39.6;24.2;11.9;39.1;19.6;13.3
2015;209;14;62;104.2;426;-1.7;-19;30;101;38.6;22.4;12.3;39.9;20.7;12.3
2015;209;15;62;104.2;421;-0.6;-20;13;75;39.9;22.5;12.1;40.6;22.4;11.3
2015;209;16;62;104.2;424;-1.2;-19;13;116;40.3;22.2;10.8;41.8;21.5;11.1
2015;209;17;62;104.2;419;-0.8;-18;13;304;40.5;23.3;10.1;40.4;20.6;11.7
2015;209;18;62;104.2;419;0.8;-18;17;236;36.2;25;10.1;34.6;22.1;13.1
2015;209;19;62;104.2;415;0.7;-15;17;122;26.6;25;11;22.3;21.6;13
2015;209;20;62;104.2;418;1.2;-15;17;88;22;23.2;12.2;17;19.3;12.3
2015;209;21;62;104.2;411;1;-16;13;77;17.4;21;11.8;13.9;17.4;10.7
2015;209;22;62;104.2;424;0.7;-17;13;186;13.5;17;9.7;11.5;14.7;9.9
2015;209;23;62;104.2;427;0.5;-14;13;141;10.4;13;8.1;9;13.2;11
2015;210;0;67;103.8;424;-1;-12;13;123;9.3;12.4;8.3;8.8;12.7;11.2
2015;210;1;67;103.8;427;0.7;-11;13;100;9.4;11.9;9.4;8.6;12.4;11.2
2015;210;2;67;103.8;415;1.7;-8;13;106;9.6;11.1;10.6;8.3;11.8;10.3
2015;210;3;67;103.8;390;-0.4;-9;13;140;8.9;10.7;11.3;6.4;11.1;9.5
2015;210;4;67;103.8;394;0.1;-7;13;160;7.4;10.7;10.8;3.9;10.6;9.3
2015;210;5;67;103.8;398;0.3;-4;13;77;7.9;13.8;10.8;5.1;14.3;10.7
2015;210;6;67;103.8;384;-1.2;-5;10;56;16.1;17.1;11.9;13.6;18;12.6
2015;210;7;67;103.8;383;-0.6;-2;10;64;23.4;19.4;13.4;19.9;19.8;13.2
2015;210;8;67;103.8;376;0.5;0;10;82;29.9;20.7;14.1;26.6;22;12.6
2015;210;9;67;103.8;376;1.1;2;10;53;33.7;20.7;13.2;33.6;23.4;13
2015;210;10;67;103.8;396;0;4;10;65;35.8;20.5;12;37.4;24;12.7
2015;210;11;67;103.8;395;-2.5;2;10;166;38.4;20.6;11.9;37.4;22.4;13.1
2015;210;12;67;103.8;387;-0.2;6;13;193;39.3;20.3;12.8;36.9;21.9;14.2
2015;210;13;67;103.8;371;-0.8;4;13;51;39.1;19.6;13.3;37.3;22.3;14
2015;210;14;67;103.8;370;0.4;1;13;52;39.9;20.7;12.3;39.9;24;13.4
2015;210;15;67;103.8;371;1.8;-2;10;48;40.6;22.4;11.3;40.9;24;12.5
2015;210;16;67;103.8;371;1.7;0;10;39;41.8;21.5;11.1;39.6;23.8;13
2015;210;17;67;103.8;381;-1.7;1;10;95;40.4;20.6;11.7;38.2;22;14.4
2015;210;18;67;103.8;379;-2.1;-4;17;218;34.6;22.1;13.1;31.9;22.4;13.7
2015;210;19;67;103.8;371;-0.5;-8;17;221;22.3;21.6;13;21.9;22.3;13.1
2015;210;20;67;103.8;364;0.2;-6;17;94;17;19.3;12.3;17.4;20.2;11.7
2015;210;21;67;103.8;365;-0.1;-7;7;68;13.9;17.4;10.7;18.1;18.9;12
2015;210;22;67;103.8;362;0.3;-8;7;53;11.5;14.7;9.9;12.3;18.3;12.7
2015;210;23;67;103.8;361;-0.2;-9;7;48;9;13.2;11;6.5;18.1;11
2015;211;0;76;105.1;364;-0.8;-5;17;60;8.8;12.7;11.2;4.5;16.8;11.1
2015;211;1;76;105.1;363;-1.3;-1;17;76;8.6;12.4;11.2;4.7;16;9.5
2015;211;2;76;105.1;365;-3.1;1;17;162;8.3;11.8;10.3;4.8;14.1;8.1
2015;211;3;76;105.1;362;-1.9;-2;17;164;6.4;11.1;9.5;3.4;12.1;8.7
2015;211;4;76;105.1;357;0.3;-6;17;109;3.9;10.6;9.3;2.9;11.7;10.8
2015;211;5;76;105.1;361;0.4;-4;17;116;5.1;14.3;10.7;5.8;12.9;11.5
2015;211;6;76;105.1;357;0.6;3;10;119;13.6;18;12.6;15.7;13.5;10.4
2015;211;7;76;105.1;350;0;8;10;156;19.9;19.8;13.2;23.3;15;10.3
2015;211;8;76;105.1;345;-0.3;9;10;96;26.6;22;12.6;29.7;17.3;11.4
2015;211;9;76;105.1;347;0.8;9;10;84;33.6;23.4;13;35.7;19.3;12.6
2015;211;10;76;105.1;348;0.4;11;10;74;37.4;24;12.7;37.6;20.3;14
2015;211;11;76;105.1;343;-2.9;11;10;79;37.4;22.4;13.1;38.7;21.6;13.9
2015;211;12;76;105.1;342;-3.4;10;20;136;36.9;21.9;14.2;41;23.1;14.3
2015;211;13;76;105.1;342;-2.4;6;20;235;37.3;22.3;14;42.1;23.1;13.2
2015;211;14;76;105.1;343;2.1;5;20;262;39.9;24;13.4;43.6;25.2;13.9
2015;211;15;76;105.1;351;2.2;9;30;90;40.9;24;12.5;43.5;25.4;14.4
2015;211;16;76;105.1;352;3.1;18;30;117;39.6;23.8;13;41.7;26.4;13.7
2015;211;17;76;105.1;366;-4.7;17;30;203;38.2;22;14.4;41.3;26.2;12.4
2015;211;18;76;105.1;381;-6.1;1;43;585;31.9;22.4;13.7;37;25.2;11.4
2015;211;19;76;105.1;382;-5.6;-10;43;856;21.9;22.3;13.1;29;24.3;11.6
2015;211;20;76;105.1;396;5.9;-23;43;497;17.4;20.2;11.7;22.9;22.1;12.8
2015;211;21;76;105.1;403;-1.2;-19;33;185;18.1;18.9;12;16.6;20.1;12.4
2015;211;22;76;105.1;407;-2.9;-17;33;264;12.3;18.3;12.7;8.1;17.5;12.1
2015;211;23;76;105.1;404;-3.9;-12;33;544;6.5;18.1;11;4.6;15.6;10.1
2015;212;0;69;103.8;400;-5.8;-16;27;545;4.5;16.8;11.1;5.8;15.1;7.8
2015;212;1;69;103.8;387;-5.5;-18;27;584;4.7;16;9.5;4.5;14.2;8.2
2015;212;2;69;103.8;373;-2.3;-23;27;572;4.8;14.1;8.1;4.1;13.6;9.8
2015;212;3;69;103.8;399;1.7;-28;23;500;3.4;12.1;8.7;4.7;11.7;11.2
2015;212;4;69;103.8;449;7.2;-23;23;131;2.9;11.7;10.8;5.5;9.8;11.1
2015;212;5;69;103.8;440;4.6;-15;23;61;5.8;12.9;11.5;6.9;12.4;9.7
2015;212;6;69;103.8;440;4.2;-10;13;78;15.7;13.5;10.4;15.7;15.7;10
2015;212;7;69;103.8;435;5.7;-8;13;90;23.3;15;10.3;23.2;17.3;11.3
2015;212;8;69;103.8;428;5.5;-9;13;58;29.7;17.3;11.4;30;18.5;12.9
2015;212;9;69;103.8;441;5.8;-9;20;52;35.7;19.3;12.6;33.8;19.2;14.2
2015;212;10;69;103.8;453;1.1;-4;20;57;37.6;20.3;14;37.8;18.6;14.4
2015;212;11;69;103.8;476;0.7;1;20;166;38.7;21.6;13.9;42.7;18.1;13.5
2015;212;12;69;103.8;493;4;-1;33;200;41;23.1;14.3;44.8;18.3;12.6
2015;212;13;69;103.8;515;0.3;-2;33;307;42.1;23.1;13.2;43.1;18.6;13.5
2015;212;14;69;103.8;544;7.1;0;33;410;43.6;25.2;13.9;41.5;19.1;14.2
2015;212;15;69;103.8;537;3.1;-3;37;158;43.5;25.4;14.4;40.3;19.1;13.7
2015;212;16;69;103.8;557;-2.1;-4;37;265;41.7;26.4;13.7;40.1;17.9;12.8
2015;212;17;69;103.8;566;4.1;-17;37;430;41.3;26.2;12.4;39.4;18;11.3
2015;212;18;69;103.8;568;4.8;-14;33;186;37;25.2;11.4;35.5;19.4;12.9
2015;212;19;69;103.8;594;2.5;-9;33;106;29;24.3;11.6;30.1;19.6;14.9
2015;212;20;69;103.8;577;-1.5;-12;33;292;22.9;22.1;12.8;27;18.3;14.7
2015;212;21;69;103.8;577;-3.7;-19;30;571;16.6;20.1;12.4;22.3;17;13.3
2015;212;22;69;103.8;563;-2.6;-27;30;693;8.1;17.5;12.1;17.4;16.4;10.9
2015;212;23;69;103.8;563;-0.4;-29;30;451;4.6;15.6;10.1;15.4;16.1;9.4
2015;213;0;64;106;570;-0.5;-7;30;374;5.8;15.1;7.8;13.1;15.3;10.3
2015;213;1;64;106;546;0.8;-2;30;362;4.5;14.2;8.2;10.3;13.2;12
2015;213;2;64;106;534;1.3;0;30;175;4.1;13.6;9.8;8.7;11.3;13.4
2015;213;3;64;106;552;0.4;-1;17;149;4.7;11.7;11.2;6.5;10.1;12.1
2015;213;4;64;106;560;1.6;-1;17;274;5.5;9.8;11.1;4.4;9.7;11
2015;213;5;64;106;567;2.5;1;17;172;6.9;12.4;9.7;5.7;14.3;10.8
2015;213;6;64;106;544;2.2;0;13;43;15.7;15.7;10;15.3;18.2;11.4
2015;213;7;64;106;560;2.8;0;13;45;23.2;17.3;11.3;23.8;19.3;13
2015;213;8;64;106;546;2.4;-3;13;44;30;18.5;12.9;31.4;20.2;14.7
2015;213;9;64;106;557;2.3;-7;20;98;33.8;19.2;14.2;36.8;22;16
2015;213;10;64;106;554;2.8;-5;20;88;37.8;18.6;14.4;38.2;23.5;15.1
2015;213;11;64;106;556;3.1;2;20;82;42.7;18.1;13.5;38.4;24.6;14.5
2015;213;12;64;106;564;3;9;17;92;44.8;18.3;12.6;37.4;24.9;14.6
2015;213;13;64;106;554;2.9;11;17;119;43.1;18.6;13.5;36.4;23.4;15
2015;213;14;64;106;556;0.9;12;17;89;41.5;19.1;14.2;37.7;23.5;13.8
2015;213;15;64;106;564;0.3;10;27;136;40.3;19.1;13.7;40.2;23.9;12.4
2015;213;16;64;106;578;-0.7;3;27;302;40.1;17.9;12.8;40.2;21.7;12.7
2015;213;17;64;106;557;0.8;-2;27;495;39.4;18;11.3;39.9;21.9;13.2
2015;213;18;64;106;532;-1.4;-3;23;289;35.5;19.4;12.9;35.6;22.3;13.7
2015;213;19;64;106;531;0.1;4;23;100;30.1;19.6;14.9;26.8;21.2;12.9
2015;213;20;64;106;546;1.4;5;23;104;27;18.3;14.7;23.5;20.9;12.3
2015;213;21;64;106;569;3.1;6;23;106;22.3;17;13.3;22.9;18.8;11.4
2015;213;22;64;106;584;0.2;7;23;122;17.4;16.4;10.9;18.2;16;11
2015;213;23;64;106;594;-1.5;6;23;200;15.4;16.1;9.4;17.7;14.5;12.5
2015;214;0;53;104.5;581;-2.3;0;33;398;13.1;15.3;10.3;15.5;13.1;12.5
2015;214;1;53;104.5;587;-2.8;-3;33;614;10.3;13.2;12;12.9;12.9;11.9
2015;214;2;53;104.5;591;-0.7;-9;33;592;8.7;11.3;13.4;9.5;12;10.7
2015;214;3;53;104.5;588;2.7;-7;23;346;6.5;10.1;12.1;5.6;10.5;11.1
2015;214;4;53;104.5;584;2;-3;23;130;4.4;9.7;11;3;9.4;11.7
2015;214;5;53;104.5;569;1.1;-2;23;66;5.7;14.3;10.8;5.9;13.6;12.5
2015;214;6;53;104.5;565;0.1;-6;23;67;15.3;18.2;11.4;15.5;17.7;14
2015;214;7;53;104.5;568;-0.5;-7;23;244;23.8;19.3;13;23.5;20.2;15
2015;214;8;53;104.5;595;1.7;-9;23;266;31.4;20.2;14.7;30.1;22.3;15
2015;214;9;53;104.5;613;2.3;-9;13;67;36.8;22;16;36.4;22.7;14.9
2015;214;10;53;104.5;596;2.1;-3;13;55;38.2;23.5;15.1;40;23.1;15.1
2015;214;11;53;104.5;603;-2.1;2;13;74;38.4;24.6;14.5;41;24;15.3
2015;214;12;53;104.5;608;-1.5;3;30;205;37.4;24.9;14.6;40.8;25.4;15.2
2015;214;13;53;104.5;604;-1.5;-2;30;412;36.4;23.4;15;39.3;24.9;13.4
2015;214;14;53;104.5;578;0.4;-5;30;330;37.7;23.5;13.8;38.6;24.3;12.7
2015;214;15;53;104.5;572;-1.3;-7;27;181;40.2;23.9;12.4;36.8;23.7;13.1
2015;214;16;53;104.5;554;0;-4;27;285;40.2;21.7;12.7;36.2;23.5;13.8
2015;214;17;53;104.5;563;1.8;2;27;238;39.9;21.9;13.2;36.3;23.8;14
2015;214;18;53;104.5;553;1.9;9;13;111;35.6;22.3;13.7;32.5;22.9;13.9
2015;214;19;53;104.5;556;0.6;9;13;104;26.8;21.2;12.9;27.3;21;12.8
2015;214;20;53;104.5;551;0.1;5;13;62;23.5;20.9;12.3;23.6;19.2;11.8
2015;214;21;53;104.5;557;-1;4;20;94;22.9;18.8;11.4;22;16.4;12.4
2015;214;22;53;104.5;540;0.9;0;20;108;18.2;16;11;21.4;13.7;13.8
2015;214;23;53;104.5;532;0.4;1;20;80;17.7;14.5;12.5;19.4;12.3;15.2
2015;215;0;61;108.7;520;2.6;4;20;74;15.5;13.1;12.5;14.1;11.9;13.5
2015;215;1;61;108.7;515;-1.2;4;20;95;12.9;12.9;11.9;10;11.6;10.5
2015;215;2;61;108.7;534;0.6;6;20;283;9.5;12;10.7;6.9;10.5;11
2015;215;3;61;108.7;546;0.9;7;27;158;5.6;10.5;11.1;4.1;10.2;12.4
2015;215;4;61;108.7;550;0.3;9;27;143;3;9.4;11.7;3.6;9.8;13.1
2015;215;5;61;108.7;541;-0.6;6;27;278;5.9;13.6;12.5;7.4;13.8;13.9
2015;215;6;61;108.7;516;-1.1;4;17;302;15.5;17.7;14;15.8;16.8;13.7
2015;215;7;61;108.7;520;1;1;17;118;23.5;20.2;15;20.9;18.8;13.5
2015;215;8;61;108.7;515;2;0;17;54;30.1;22.3;15;26.1;21.6;14.3
2015;215;9;61;108.7;515;1.3;0;10;78;36.4;22.7;14.9;30.5;24.2;15.8
2015;215;10;61;108.7;512;2.7;3;10;65;40;23.1;15.1;35;24.1;16.6
2015;215;11;61;108.7;493;0.6;7;10;99;41;24;15.3;39;22.9;15.4
2015;215;12;61;108.7;506;0.9;7;17;128;40.8;25.4;15.2;38.8;24.1;14
2015;215;13;61;108.7;494;-2.1;2;17;277;39.3;24.9;13.4;38.9;24.6;13.8
2015;215;14;61;108.7;479;-0.7;-1;17;294;38.6;24.3;12.7;39.8;26.8;15
2015;215;15;61;108.7;481;0.2;-1;10;184;36.8;23.7;13.1;39.4;30.6;15.4
2015;215;16;61;108.7;477;1;-2;10;112;36.2;23.5;13.8;37.4;31.8;15.2
2015;215;17;61;108.7;466;1.2;2;10;57;36.3;23.8;14;37.6;30.9;14.5
2015;215;18;61;108.7;459;0.8;7;13;58;32.5;22.9;13.9;34.7;29.9;13.4
2015;215;19;61;108.7;460;0.5;10;13;59;27.3;21;12.8;25.3;27.4;12.8
2015;215;20;61;108.7;464;0.5;10;13;74;23.6;19.2;11.8;18.7;23.7;13.9
2015;215;21;61;108.7;462;0.4;8;13;102;22;16.4;12.4;16.8;19.5;13.8
2015;215;22;61;108.7;456;0.2;4;13;106;21.4;13.7;13.8;14.5;16.4;12.6
2015;215;23;61;108.7;459;0;6;13;142;19.4;12.3;15.2;14.5;14.2;12.3
2015;216;0;90;109.9;466;0.7;8;17;87;14.1;11.9;13.5;11.4;12.7;9
2015;216;1;90;109.9;464;0.2;6;17;72;10;11.6;10.5;8.7;13;8.6
